"Age" "Gender" "BMI" "Depression" "Depressed" "Sports" "Healthy_eating" "Dancing" "Music" "Slow_vs_Fast" "Dance" "Folk" "Country" "Classical" "Musical" "Pop" "Rock" "Metal_Hardrock" "Punk" "Hiphop_Rap" "Reggae_Ska" "Swing_Jazz" "Rocknroll" "Alternative" "Latino" "Techno_Trance" "Opera" "Movies" "Horror" "Thriller" "Comedy" "Romantic" "Sci-fi" "War" "Tales" "Animated" "Documentary" "Western" "Action"
"717" 21 "male" 21.5647600262985 2.6 FALSE 1 3 3 5 5 3 2 2 4 4 3 2 1 1 2 2 3 3 4 1 5 2 5 4 3 5 2 4 4 5 4 2 1 4
"718" 20 "male" 24.8356464572681 3.3 FALSE 5 3 2 5 3 3 2 3 3 4 3 5 4 4 4 3 3 4 4 2 3 3 5 3 5 5 4 5 4 5 5 3 3 4
"719" 17 "female" 23.8497765970293 2.5 FALSE 2.5 3 3 4 2 4 3 2 3 4 3 4 2 3 4 2 1 2 4 3 2 2 5 4 4 4 3 4 5 2 3 2 4 2
"720" 23 "male" 26.2965668371074 2.9 FALSE 4 4 1 4 3 2 3 3 4 4 2 5 4 4 3 4 2 4 4 1 1 3 3 1 3 4 2 4 5 2 3 4 4 4
"721" 25 "female" 18.9291508923743 2.6 FALSE 2.5 4 1 5 3 4 2 4 2 3 4 3 1 1 1 3 1 3 3 4 1 1 5 1 2 5 3 2 2 3 4 4 2 4
"722" 18 "female" 18.6851211072664 4.1 TRUE 3 3 3 5 3 2 1 2 5 4 4 5 3 3 2 1 3 5 5 2 1 1 5 2 2 4 4 1 5 5 5 5 2 2
"723" 25 "female" 22.3214285714286 2.1 FALSE 2 4 2 5 4 4 2 1 2 1 5 3 3 2 3 1 1 1 2 3 4 1 5 3 3 4 4 2 2 3 4 2 2 2
"724" 21 "male" 22.5308641975309 3 FALSE 2 3 1 5 3 3 2 1 4 3 3 5 4 2 2 3 4 5 4 2 3 3 5 2 3 5 4 2 3 4 5 4 2 4
"725" 20 "male" 22.0384011592803 3 FALSE 4 2 1 5 3 2 3 1 3 3 3 5 3 2 2 2 3 2 5 1 4 1 5 2 4 4 3 4 3 2 3 3 2 4
"726" 18 "female" 20.5761316872428 2.1 FALSE 5 1 1 5 3 5 1 1 1 2 3 2 1 2 3 2 2 2 2 5 3 1 5 4 4 4 4 2 3 2 3 2 1 4
"727" 19 "male" 21.7365052529888 2.1 FALSE 5 4 3 5 3 3 1 2 3 1 4 1 1 1 5 5 4 4 1 3 3 1 5 2 3 5 4 5 5 4 5 4 2 4
"728" 22 "male" 24.9153159206069 2.6 FALSE 5 3 5 5 3 1 3 5 3 1 1 5 3 4 3 3 4 5 5 2 1 1 5 1 3 3 3 1 5 3 4 5 1 5
"729" 26 "male" 22.9440888781548 2.4 FALSE 4.5 5 2 4 2 2 2 2 4 5 4 4 2 2 5 4 4 4 3 2 4 3 5 4 4 5 4 2 4 4 4 2 2 4
"730" 23 "male" 25.4200146092038 1.9 FALSE 5 3 2 4 5 5 1 4 2 1 2 4 5 3 2 1 2 4 4 2 5 2 5 5 5 5 1 4 2 2 2 4 2 5
"731" 18 "female" 20.5761316872428 2.1 FALSE 5 1 1 5 3 5 1 2 1 2 3 2 1 3 4 2 2 2 1 5 4 1 5 4 4 4 4 3 3 2 3 2 1 5
"732" 18 "female" 18.6851211072664 3.7 TRUE 3 5 2 5 3 1 1 3 5 5 4 5 2 2 1 1 4 5 5 2 1 1 5 2 1 5 5 1 5 5 5 5 2 2
"733" 16 "female" 19.1326530612245 3.3 FALSE 4.5 3 1 5 4 4 1 1 2 1 2 4 3 5 3 2 2 3 2 1 4 1 5 1 3 5 5 1 1 4 4 1 1 3
"734" 19 "female" 20.1955782312925 3.2 FALSE 2 2 2 5 3 3 1 1 2 3 4 3 1 1 2 3 4 3 3 4 3 1 5 2 3 5 5 5 2 5 4 2 1 4
"735" 19 "female" 18.9387755102041 3.3 FALSE 4 4 3 5 3 4 2 1 4 1 4 5 3 4 3 4 4 4 5 1 4 1 5 1 2 5 5 3 1 5 5 4 1 5
"736" 21 "male" 24.3072435585805 1.7 FALSE 2.5 1 1 5 5 3 2 1 3 1 3 4 5 4 1 1 1 3 4 1 2 1 5 5 5 2 1 5 4 1 2 1 1 5
"737" 20 "female" 18.9387755102041 3 FALSE 4.5 4 5 5 3 3 2 1 2 2 4 4 3 2 2 1 2 4 2 5 2 2 5 4 5 5 5 1 4 4 1 4 2 2
"738" 20 "male" 17.5925925925926 2.8 FALSE 5 3 1 5 3 5 1 2 3 2 4 3 1 1 4 2 2 3 1 1 4 1 5 2 2 5 3 5 4 2 2 1 2 5
"739" 19 "male" 21.3668691431885 2.5 FALSE 3.5 1 3 5 3 3 3 2 2 3 3 5 3 2 3 2 2 3 1 2 1 2 5 2 3 5 3 2 3 3 4 4 1 3
"740" 17 "female" 21.3039485766759 2.8 FALSE 3.5 2 2 5 3 2 3 4 3 2 2 4 3 2 4 3 2 3 2 2 3 4 2 3 2 4 3 2 3 3 2 4 3 2
"741" 19 "female" 18.0259573786252 2.4 FALSE 4.5 4 5 5 4 3 1 1 2 3 3 5 3 2 2 4 3 4 2 2 1 1 5 2 3 5 5 4 4 5 5 4 2 2
"742" 22 "male" 27.4144536926939 2.5 FALSE 2.5 3 1 5 3 2 3 4 3 4 2 5 3 3 1 2 4 4 4 3 1 2 5 4 4 3 2 2 3 2 2 3 2 3
"743" 23 "male" 25.3814685419093 2.8 FALSE 2.5 3 3 5 3 2 2 3 1 2 4 3 1 2 3 2 3 2 4 3 2 3 4 2 3 2 3 2 4 3 2 3 3 2
"744" 28 "female" 18.2531097890752 2.9 FALSE 3 3 3 5 3 2 2 1 3 2 2 5 2 3 1 3 5 5 5 3 1 1 5 1 5 3 3 3 3 3 3 5 3 1
"745" 21 "male" 25.8264462809917 3.1 FALSE 4.5 3 1 5 2 2 1 2 3 4 3 3 1 1 2 4 4 2 1 3 1 3 4 2 4 5 5 4 4 4 3 2 1 5
"746" 22 "female" 16.7062046844198 2.3 FALSE 2 1 1 4 3 1 2 2 2 2 3 3 1 2 1 2 3 3 2 2 1 2 5 2 4 5 5 4 5 2 2 4 2 4
"747" 19 "male" 21.2200090538705 2.1 FALSE 3.5 3 2 5 5 2 4 3 2 1 1 5 5 4 2 3 5 4 4 3 1 1 3 2 2 5 1 5 5 3 4 4 3 3
"748" 24 "female" 21.484375 2.2 FALSE 3 3 4 3 3 2 1 2 2 5 5 3 1 1 2 2 2 3 1 5 1 2 5 2 3 4 5 3 2 4 4 3 1 3
"749" 23 "male" 21.7993079584775 2 FALSE 5 3 1 5 3 4 3 3 2 2 4 4 1 3 5 3 3 3 2 2 3 2 5 3 4 5 4 5 5 4 4 5 3 5
"750" 21 "female" 19.3337299226651 2.6 FALSE 2.5 3 3 5 3 5 3 1 5 5 2 1 1 1 2 3 4 3 5 5 5 4 5 5 3 3 1 4 5 5 5 5 1 2
"751" 22 "female" 17.9282154254366 2.8 FALSE 3 3 2 5 4 4 3 2 2 3 5 3 2 3 3 3 2 2 1 3 1 1 4 2 2 5 5 2 2 5 5 3 2 4
"752" 18 "male" 23.9248582230624 2.9 FALSE 3.5 4 3 5 2 3 2 3 2 1 4 4 3 3 2 2 3 2 2 2 3 2 5 3 4 3 4 3 2 3 2 4 3 3
"753" 28 "female" 21.0480476121353 2.6 FALSE 4 3 2 5 3 4 3 2 3 4 4 3 2 3 4 4 2 5 3 2 2 3 3 4 2 2 2 4 4 4 3 2 2 3
"754" 18 "female" 17.6308539944904 2.4 FALSE 3.5 4 1 5 4 2 1 1 3 4 4 5 1 1 4 4 5 5 5 4 1 2 5 1 4 5 5 2 4 5 5 5 2 5
"755" 23 "female" 22.7903289734443 2.9 FALSE 3.5 4 1 5 3 2 2 1 4 5 3 5 5 4 1 1 3 4 5 4 1 5 4 1 1 4 4 1 4 4 4 5 1 5
"756" 22 "female" 20.9571711629325 2.7 FALSE 4 3 2 5 4 4 2 1 1 1 4 3 2 4 3 3 2 4 2 3 3 2 4 2 3 4 3 2 4 2 3 4 2 3
"757" 21 "female" 19.3337299226651 3 FALSE 2.5 3 4 5 3 4 4 2 4 3 3 4 1 3 1 2 4 4 4 2 3 4 5 2 3 2 2 2 2 3 4 4 3 4
"758" 20 "female" 19.4931773879142 4.5 TRUE 3.5 3 5 5 4 2 3 1 5 3 3 5 4 4 2 3 4 5 5 5 2 4 5 1 4 3 2 4 4 4 3 3 3 2
"759" 18 "female" 22.4913494809689 2.8 FALSE 2 3 1 4 4 5 2 3 1 3 4 4 3 1 4 2 2 3 3 3 4 1 5 4 4 5 4 4 3 4 5 2 3 2
"760" 21 "male" 17.9591836734694 3.1 FALSE 2.5 1 1 4 3 2 2 1 3 1 3 5 4 4 1 3 3 5 4 1 1 1 5 1 4 4 2 2 3 1 1 1 2 3
"761" 20 "male" 23.3747260774288 2.6 FALSE 3.5 2 1 5 4 2 2 2 3 2 2 5 4 4 2 2 2 4 4 2 3 2 5 3 4 4 3 3 4 1 2 3 4 4
"762" 21 "female" 18.3654729109275 3.1 FALSE 5 2 5 5 1 3 2 1 3 1 3 4 4 3 3 3 3 3 5 5 1 2 5 5 3 4 5 3 3 5 4 4 2 3
"763" 20 "female" 19.8347107438017 2.6 FALSE 1 2 1 4 4 3 3 3 3 5 3 4 3 3 2 3 3 5 1 3 1 3 3 5 3 4 2 2 3 3 3 3 1 3
"764" 17 "male" 24.5434623813002 2.7 FALSE 4.5 4 2 5 3 4 2 2 1 1 4 3 2 3 4 2 3 2 3 2 3 2 4 3 2 3 3 3 2 3 3 1 2 3
"765" 20 "female" 21.8775510204082 2.8 FALSE 3 4 1 5 3 5 1 1 3 2 5 3 1 1 4 3 2 1 1 2 4 3 5 3 4 5 5 1 2 3 3 5 1 5
"766" 23 "female" 22.206330686138 3.6 TRUE 1.5 3 3 5 4 2 2 1 5 2 4 4 2 5 3 1 4 5 5 2 3 3 5 4 4 5 3 2 3 5 5 4 2 2
"767" 19 "female" 20.8116545265349 2.6 FALSE 3.5 3 2 5 3 3 1 1 1 1 3 2 1 1 2 2 1 1 1 1 1 1 5 3 5 5 2 1 5 5 5 4 1 1
"768" 22 "male" 20.9023858580429 2.2 FALSE 4 1 1 5 3 3 2 2 2 2 2 4 3 3 1 2 2 2 5 2 1 2 5 4 4 4 2 2 2 3 3 5 1 5
"769" 19 "female" 21.0771952275208 3.2 FALSE 4 3 4 5 3 5 1 1 1 1 5 3 1 2 4 4 1 2 3 1 3 1 5 2 3 5 5 4 4 5 5 3 1 4
"770" 19 "female" 18.796189499765 3 FALSE 2 2 2 5 3 4 2 2 5 3 4 3 2 2 4 4 2 4 3 4 3 3 5 5 4 5 5 3 2 5 5 5 2 3
"771" 18 "female" 16.5289256198347 3.4 TRUE 2 4 2 5 3 3 2 1 2 3 3 2 2 3 5 3 1 1 1 3 3 2 5 3 2 5 5 2 3 5 5 3 2 3
"772" 18 "male" 25.2493372048984 2.6 FALSE 4.5 4 1 5 3 4 2 2 1 3 4 3 4 3 2 3 2 3 1 2 2 3 5 4 4 3 4 4 5 5 4 3 4 5
"773" 20 "female" 18.7304890738814 2.8 FALSE 4 3 3 5 3 4 2 2 1 3 5 3 2 1 4 3 2 2 1 3 4 2 5 1 1 5 4 3 1 5 4 2 1 3
"774" 17 "female" 17.3010380622837 3.3 FALSE 3 3 2 5 3 2 2 3 5 4 3 4 2 3 1 4 5 5 4 3 1 2 5 3 4 4 4 4 4 4 4 4 2 2
"775" 21 "female" 22.5710475017954 3 FALSE 3 2 3 4 3 2 3 2 3 1 4 3 4 4 2 3 4 3 2 3 3 2 4 2 3 4 4 3 3 4 3 3 3 4
"776" 18 "female" 22.2309871275413 3.4 TRUE 3.5 3 2 5 3 4 1 1 5 4 5 5 4 5 4 5 5 5 5 5 2 5 5 1 3 5 5 4 2 4 5 3 5 5
"777" 19 "female" 22.8625344752504 4.3 TRUE 2 3 1 5 3 2 5 1 5 1 4 5 2 4 4 1 3 5 5 1 5 3 5 1 5 4 2 5 1 5 4 5 1 5
"778" 18 "female" 18.5911303407247 2.8 FALSE 3 3 1 5 3 3 2 1 2 2 4 4 3 3 4 5 4 4 4 3 1 1 5 1 2 3 4 2 3 3 3 2 1 4
"779" 19 "female" 17.908855357415 2.8 FALSE 4.5 3 2 5 4 3 3 2 4 3 5 4 1 1 2 1 3 3 2 3 2 3 5 4 4 5 4 5 4 5 5 3 1 5
"780" 22 "male" 21.6049382716049 2 FALSE 4 3 1 5 2 5 2 3 3 3 4 4 4 4 5 4 2 4 3 4 1 3 3 4 4 4 2 5 5 3 5 2 4 5
"781" 16 "female" 16.9753086419753 3.3 FALSE 3 3 3 5 3 3 1 1 2 1 3 3 3 2 4 3 2 1 2 1 1 1 4 2 2 3 4 3 3 4 4 2 1 3
"782" 18 "female" 25.9515570934256 2.5 FALSE 2.5 3 5 5 3 4 3 2 3 4 4 3 1 1 2 3 2 3 2 4 2 2 5 4 3 5 5 4 2 5 5 4 3 3
"783" 26 "male" 21.9678575557868 2.5 FALSE 5 3 1 4 3 4 1 1 1 1 4 3 2 2 4 5 3 5 4 1 5 1 5 5 5 4 2 5 3 2 4 2 2 5
"784" 19 "male" 18.7260073031428 2.7 FALSE 2.5 3 2 5 2 3 3 3 4 3 4 5 3 3 1 3 3 3 4 4 4 2 4 2 3 5 4 5 4 5 5 4 4 4
"785" 20 "female" 20.9366391184573 3.4 TRUE 2.5 3 5 5 3 3 1 3 3 3 5 4 1 4 4 4 4 4 3 5 1 1 5 1 4 4 4 4 3 4 5 4 2 4
"786" 20 "female" 20.2448979591837 3 FALSE 3 4 5 5 3 5 3 2 2 3 3 3 1 2 4 4 3 3 2 5 4 3 4 2 4 4 5 2 3 5 3 4 2 4
"787" 19 "female" 18.5077660037741 2.5 FALSE 3 3 4 5 3 2 1 2 1 1 2 5 5 5 1 3 1 3 1 3 1 1 4 1 4 5 1 3 1 3 3 5 1 5
"788" 20 "male" 21.2244897959184 3.2 FALSE 1.5 1 1 5 4 2 1 1 1 2 2 2 1 1 5 1 2 1 1 2 2 1 4 4 4 5 4 4 4 3 2 3 2 5
"789" 22 "female" 20.6575400021008 2.7 FALSE 3.5 4 5 5 5 5 3 1 3 3 4 1 1 1 3 2 2 2 3 2 4 2 4 5 5 5 4 3 2 2 2 3 2 2
"790" 24 "female" 15.495867768595 3.8 TRUE 3 3 1 4 3 3 2 3 4 4 4 3 2 4 2 5 4 5 4 3 1 2 4 5 4 4 3 2 5 5 5 4 2 4
"791" 20 "male" 25.3515413737155 3 FALSE 5 4 2 5 3 4 4 1 3 4 5 3 1 1 5 4 3 2 3 4 4 3 5 5 4 5 4 4 5 4 4 5 3 4
"792" 21 "female" 20.0796012764889 3.8 TRUE 1.5 5 1 5 2 3 4 4 5 3 2 1 1 1 1 1 4 1 1 3 1 3 3 3 4 4 4 1 1 3 4 5 2 1
"793" 17 "female" 22.4913494809689 2.8 FALSE 4 3 4 5 5 5 3 3 3 5 5 5 2 4 1 3 2 5 2 5 4 3 5 5 5 5 5 5 5 5 5 5 3 5
"794" 19 "female" 19.0311418685121 1 FALSE 3 5 5 5 5 1 1 1 5 5 1 1 1 1 1 3 4 1 5 5 1 5 5 5 1 5 5 1 3 5 5 1 2 1
"795" 18 "male" 20.3036975606966 2.4 FALSE 4.5 3 2 5 3 2 2 2 3 2 2 5 5 5 1 4 4 4 2 3 2 3 5 4 4 5 1 5 5 4 5 5 5 5
"796" 19 "male" 22.1526465028355 2.2 FALSE 4.5 3 2 5 4 3 2 2 3 3 4 3 2 1 5 3 3 3 2 2 3 2 5 3 3 5 3 4 4 3 4 4 2 4
"797" 19 "male" 21.6049382716049 2.8 FALSE 2.5 1 5 5 3 2 1 2 3 2 4 5 4 3 2 2 3 4 3 2 1 1 5 3 4 5 4 4 5 5 5 2 2 5
"798" 22 "male" 23.4493408447482 3.7 TRUE 1.5 1 1 5 3 5 1 4 5 5 3 4 2 1 4 2 5 4 4 2 1 5 5 5 4 5 5 4 5 5 5 3 3 4
"799" 18 "male" 19.1515847936417 3.3 FALSE 4 3 1 5 4 2 4 3 4 2 2 5 4 4 1 4 3 4 3 2 3 2 4 2 2 4 2 4 2 4 4 4 2 4
"800" 19 "female" 27.7742709253882 2.8 FALSE 4 3 2 5 3 3 3 3 3 4 3 5 2 4 1 3 3 5 5 3 2 2 5 3 4 5 5 5 4 4 4 4 1 4
"801" 20 "female" 39.1836734693878 3.4 TRUE 1 1 1 5 3 2 5 5 4 5 2 5 5 5 1 4 5 2 3 1 1 3 4 5 3 5 3 4 2 5 5 5 3 1
"802" 21 "female" 21.7982023948162 2.3 FALSE 5 4 1 5 3 1 2 2 2 2 2 5 5 5 1 5 3 4 4 2 2 1 5 3 4 5 4 4 3 3 3 5 2 4
"803" 19 "female" 20.9572742022715 2.4 FALSE 3.5 3 5 5 3 4 2 3 3 5 5 5 2 2 3 4 4 4 2 5 2 3 5 1 3 5 5 3 3 4 5 4 3 4
"804" 19 "male" 24.7842575173938 2.6 FALSE 3.5 2 1 5 4 4 2 2 1 1 4 4 3 2 4 2 1 2 3 2 4 1 5 4 5 4 4 3 4 3 2 3 3 2
"805" 21 "female" 22.038567493113 3.5 TRUE 3 4 1 5 2 2 1 2 2 1 4 5 5 3 2 3 5 5 3 3 1 2 5 2 3 5 3 3 2 5 5 3 2 4
"806" 19 "male" 23.9132745243915 2.4 FALSE 2 3 2 5 3 4 2 2 4 4 5 5 1 1 3 2 4 4 1 4 2 3 5 2 3 5 4 3 5 5 5 4 2 5
"807" 19 "female" 20.1955782312925 3.9 TRUE 2 2 3 5 4 1 2 4 5 5 3 4 1 1 1 2 3 4 5 2 1 2 5 5 5 4 3 5 3 3 4 2 2 3
"808" 18 "male" 22.0931700542861 2.8 FALSE 2.5 1 1 5 4 2 1 1 3 2 2 4 3 2 2 4 3 4 5 1 1 2 4 1 1 4 1 4 2 2 3 2 1 3
"809" 22 "female" 20.2812330989724 2.6 FALSE 4.5 3 5 5 4 3 1 1 3 3 5 3 1 1 4 4 2 3 3 4 2 1 5 4 2 5 4 1 1 5 5 1 1 2
"810" 21 "female" 20.2020202020202 3 FALSE 2 1 3 5 2 1 3 2 3 3 3 4 4 3 1 2 1 4 3 3 1 1 4 5 2 3 2 1 1 3 3 3 1 2
"811" 20 "female" 19.0039083509627 2.7 FALSE 3 2 2 5 2 1 3 2 4 2 4 5 3 3 1 4 2 3 5 2 1 2 5 3 4 4 5 2 2 4 5 1 1 2
"812" 19 "female" 23.1472551213302 3.1 FALSE 2.5 2 1 4 3 2 5 3 5 2 2 4 2 4 3 3 4 4 4 2 4 4 4 1 1 3 3 2 2 4 3 5 2 1
"813" 30 "female" 19.1326530612245 2.8 FALSE 3.5 5 5 5 5 3 2 2 4 5 5 5 5 1 5 2 3 3 3 5 5 3 3 1 1 5 5 1 3 5 3 3 3 3
"814" 29 "male" 28.7037037037037 1.8 FALSE 3 2 1 5 4 2 1 1 2 2 3 4 4 1 1 1 2 3 1 2 1 2 5 2 4 5 2 3 4 2 2 5 4 4
"815" 21 "male" 27.0416441319632 2.5 FALSE 1.5 1 1 5 5 2 1 1 1 1 1 5 5 4 5 2 1 4 2 1 2 1 5 4 5 4 1 4 4 1 1 4 3 5
"816" 30 "male" 37.5 3.1 FALSE 2.5 1 1 4 4 4 1 4 4 1 3 4 4 3 2 3 2 1 1 2 5 2 4 4 4 4 3 5 3 4 4 4 3 4
"817" 21 "female" 18.3768251528618 3.4 TRUE 3 3 3 5 3 3 1 2 3 1 4 4 1 1 4 1 1 1 4 1 2 1 5 1 1 5 5 1 2 5 5 2 1 2
"818" 20 "female" 25.1807851239669 2.7 FALSE 2.5 3 1 5 4 3 2 2 3 4 3 5 3 4 2 4 3 5 3 1 1 1 5 3 3 3 3 3 3 5 5 5 1 3
"819" 18 "female" 19.9480597689036 3.1 FALSE 3 4 2 5 4 2 1 1 1 2 1 4 4 3 3 2 1 1 2 2 5 1 5 4 5 4 3 5 3 3 3 4 1 4
"820" 20 "male" 20.4986149584488 3 FALSE 2 4 1 5 3 1 1 1 3 2 1 4 3 1 4 4 2 3 3 1 1 1 3 2 4 4 1 3 2 3 2 3 2 4
"821" 19 "female" 19.0039083509627 2.2 FALSE 5 3 4 5 4 3 3 3 1 3 3 4 2 4 2 4 1 1 2 4 1 1 4 5 3 5 4 2 2 5 2 3 2 3
"822" 28 "male" 28.4830729166667 2.4 FALSE 3 3 1 5 4 4 3 1 3 2 3 5 5 4 3 2 1 5 3 3 5 2 5 4 5 5 3 5 4 4 5 4 4 5
"823" 16 "female" 26.4855397496689 2.7 FALSE 5 5 5 5 3 3 3 2 3 3 4 3 1 1 5 3 2 3 3 3 3 1 5 5 5 5 5 2 5 5 5 3 2 2
"824" 18 "female" 24.609375 3 FALSE 3 4 3 5 5 5 1 2 1 4 4 3 2 4 4 3 1 4 1 2 3 1 3 4 3 5 4 1 1 3 3 2 2 3
"825" 22 "male" 21.9773511187082 2.1 FALSE 1.5 2 1 5 5 3 1 3 1 1 2 5 5 3 1 4 2 2 4 1 3 1 3 5 4 3 1 2 2 2 2 2 2 3
"826" 20 "female" 21.295294753921 2.8 FALSE 3.5 3 3 4 3 4 3 2 2 3 4 5 2 3 2 4 4 4 2 4 4 2 5 4 4 5 4 4 3 3 3 4 2 4
"827" 22 "male" 19.5918367346939 3.3 FALSE 3.5 3 3 5 3 4 1 2 3 2 3 3 4 3 5 4 2 3 2 2 5 3 5 4 4 5 3 4 4 4 5 3 3 3
"828" 20 "female" 21.192742415229 2.7 FALSE 4 3 2 5 2 5 2 2 5 4 4 4 3 2 4 1 5 4 4 3 3 2 5 2 3 4 5 4 2 5 5 2 1 4
"829" 27 "male" 23.8884409806205 2.1 FALSE 3 3 5 4 4 5 1 3 4 1 4 1 1 4 1 1 2 3 1 3 4 1 5 2 5 5 1 5 5 1 5 5 2 5
"830" 18 "female" 25.0593070266297 4.2 TRUE 2 2 1 4 3 1 1 2 2 2 3 4 1 2 3 3 2 2 5 1 1 1 4 5 5 3 5 2 1 4 4 3 1 3
"831" 25 "female" 19.379197433927 3.2 FALSE 3 3 4 5 3 3 3 1 3 1 3 4 1 1 2 2 3 2 5 2 2 1 5 3 4 5 3 1 2 5 5 3 1 4
"832" 21 "male" 21.0372534696859 2.6 FALSE 4.5 3 2 5 5 4 3 2 3 3 4 1 1 2 3 1 1 3 2 2 3 1 5 2 3 5 2 3 1 4 2 4 1 4
